port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errorrx_packetss,tx_errors,rx_frame_err,rx_over_err,rx_crc_err,collisions,duration_sec,duration_nsec
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,426,0,0,0,0,0,0,0,0,0,-30208
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30208
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,389,0,0,0,0,0,0,0,0,0,-1342111744,-30208
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30208
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-537788128,38094848
1,0,0,0,0,0,0,0,0,0,0,0,0,0,47104
1,1,0,389,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1879899872,-38172160
1,0,1,0,426,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30208
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,389,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-4043309056,-230340608
1,0,0,0,0,0,0,0,0,0,0,0,0,0,47104
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,389,213,0,0,0,0,0,0,0,0,4043309056,230263296
1,0,0,0,213,0,0,0,0,0,0,0,0,0,30208
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
